ShipDetections,geometry,Detected_x,Detected_y,Detected_lat,Detected_lon,Detected_width,Detected_length
target_027,POINT (41.35795932407694 9.835568136512604),4278,5560,41.35795932407694,9.835568136512604,90.0,270.0
target_028,POINT (41.379339227838976 10.920598252436369),16356,5322,41.379339227838976,10.920598252436369,80.0,90.0
target_029,POINT (41.08603928757395 9.61840041657671),1860,8587,41.08603928757395,9.61840041657671,80.0,70.0
target_030,POINT (41.078538354951554 9.63883708929043),2088,8670,41.078538354951554,9.63883708929043,130.0,220.0
target_031,POINT (41.07157641149963 9.606677402118953),1730,8748,41.07157641149963,9.606677402118953,150.0,70.0
target_032,POINT (41.055002494507626 9.628147137409409),1969,8932,41.055002494507626,9.628147137409409,30.0,60.0
target_033,POINT (41.02742421528516 10.54788724105518),12207,9239,41.02742421528516,10.54788724105518,60.0,40.0
target_034,POINT (41.025447921660096 10.548426230225653),12213,9261,41.025447921660096,10.548426230225653,100.0,80.0
target_035,POINT (40.99423146553694 9.622263172298425),1903,9609,40.99423146553694,9.622263172298425,40.0,10.0
target_036,POINT (40.97828636924382 9.642610013483733),2130,9786,40.97828636924382,9.642610013483733,110.0,40.0
target_037,POINT (41.00393327060543 9.676701078516066),2509,9501,41.00393327060543,9.676701078516066,40.0,70.0
target_038,POINT (41.00258579767925 9.67710532039392),2514,9516,41.00258579767925,9.67710532039392,30.0,30.0
target_039,POINT (40.99337806601702 9.661878876328094),2344,9618,40.99337806601702,9.661878876328094,80.0,20.0
target_040,POINT (40.987718679727074 9.672838322794354),2466,9681,40.987718679727074,9.672838322794354,80.0,80.0
target_041,POINT (40.984125418590594 9.65177282938175),2232,9721,40.984125418590594,9.65177282938175,130.0,40.0
target_042,POINT (41.002271387329806 9.89934852168509),4988,9519,41.002271387329806,9.89934852168509,90.0,120.0
target_043,POINT (40.942847831285306 9.82389003781905),4148,10181,40.942847831285306,9.82389003781905,270.0,170.0
target_044,POINT (40.95412168810101 9.65981275117462),2321,10055,40.95412168810101,9.65981275117462,100.0,200.0
target_045,POINT (40.94644109242178 9.669828966592553),2433,10141,40.94644109242178,9.669828966592553,50.0,70.0
target_046,POINT (40.92043486494652 9.653479628421575),2251,10430,40.92043486494652,9.653479628421575,70.0,60.0
target_047,POINT (40.92043486494652 9.73091440591268),3113,10430,40.92043486494652,9.73091440591268,230.0,120.0
target_048,POINT (40.95223522600436 10.637628937938718),13206,10076,40.95223522600436,10.637628937938718,100.0,80.0
target_049,POINT (40.87430637510698 9.778884442084662),3647,10944,40.87430637510698,9.778884442084662,30.0,10.0
target_050,POINT (40.8736775544081 9.777716632215308),3634,10951,40.8736775544081,9.777716632215308,190.0,130.0
target_051,POINT (40.86927580951591 9.742592504606234),3243,11000,40.86927580951591,9.742592504606234,50.0,50.0
target_052,POINT (40.91931197084137 9.665202642879336),2381,10443,40.91931197084137,9.665202642879336,60.0,70.0
target_053,POINT (40.91733567721631 9.64674226379068),2176,10465,40.91733567721631,9.64674226379068,70.0,50.0
target_054,POINT (40.89662950991736 9.674814616419416),2488,10695,40.89662950991736,9.674814616419416,60.0,60.0
target_055,POINT (40.89379981677238 9.668256914845344),2415,10727,40.89379981677238,9.668256914845344,40.0,50.0
target_056,POINT (40.89088029209899 9.674814616419416),2488,10759,40.89088029209899,9.674814616419416,100.0,20.0
target_057,POINT (40.88912857729496 9.690759712712538),2666,10779,40.88912857729496,9.690759712712538,50.0,30.0
target_058,POINT (40.888365009303456 9.691613112232451),2675,10787,40.888365009303456,9.691613112232451,40.0,20.0
target_059,POINT (40.877315731308784 9.671490849868174),2451,10910,40.877315731308784,9.671490849868174,220.0,60.0
target_060,POINT (40.873273312530245 9.658061036370588),2302,10955,40.873273312530245,9.658061036370588,170.0,60.0
target_061,POINT (40.91059831258541 9.737561939015164),3187,10540,40.91059831258541,9.737561939015164,70.0,70.0
target_062,POINT (40.90947541848026 9.733294941415595),3139,10552,40.90947541848026,9.733294941415595,40.0,20.0
target_063,POINT (40.90511858935229 9.7205388643811),2997,10601,40.90511858935229,9.7205388643811,40.0,10.0
target_064,POINT (40.875159774626894 9.70760312428978),2853,10934,40.875159774626894,9.70760312428978,40.0,40.0
target_065,POINT (40.87390213322913 9.707558208525572),2853,10948,40.87390213322913,9.707558208525572,90.0,120.0
target_066,POINT (40.86752409471188 9.71160062730411),2898,11019,40.86752409471188,9.71160062730411,50.0,20.0
target_067,POINT (40.86141555077987 9.662867023140626),2355,11087,40.86141555077987,9.662867023140626,60.0,60.0
target_068,POINT (40.85449852309215 9.69318516397966),2693,11164,40.85449852309215,9.69318516397966,70.0,40.0
target_069,POINT (40.82894145325895 9.686627462405587),2620,11449,40.82894145325895,9.686627462405587,250.0,70.0
target_070,POINT (40.82377614037526 9.685729147121467),2610,11506,40.82377614037526,9.685729147121467,30.0,20.0
target_071,POINT (40.82260833050591 9.68761560921812),2631,11519,40.82260833050591,9.68761560921812,70.0,80.0
target_072,POINT (40.86752409471188 9.71160062730411),2898,11019,40.86752409471188,9.71160062730411,50.0,20.0
target_073,POINT (40.86078673008098 9.728983028051823),3091,11094,40.86078673008098,9.728983028051823,60.0,40.0
target_074,POINT (40.86002316208948 9.735316150804866),3162,11103,40.86002316208948,9.735316150804866,30.0,10.0
target_075,POINT (40.85440869156373 9.697362330050815),2739,11165,40.85440869156373,9.697362330050815,80.0,60.0
target_076,POINT (40.85023152549258 9.695026710312105),2713,11212,40.85023152549258,9.695026710312105,100.0,90.0
target_077,POINT (40.83864325832744 9.724042293989166),3036,11341,40.83864325832744,9.724042293989166,160.0,130.0
target_078,POINT (40.833343198151134 9.715193888440588),2938,11400,40.833343198151134,9.715193888440588,110.0,50.0
target_079,POINT (40.83248979863122 9.695565699482575),2719,11409,40.83248979863122,9.695565699482575,20.0,40.0
target_080,POINT (40.8323101355744 9.709085344508576),2870,11411,40.8323101355744,9.709085344508576,130.0,60.0
target_081,POINT (40.82665074928444 9.707198882411925),2849,11474,40.82665074928444,9.707198882411925,70.0,20.0
target_082,POINT (40.826695665048646 9.70823194498866),2860,11474,40.826695665048646,9.70823194498866,40.0,10.0
target_083,POINT (40.91329325843777 9.640813382915493),2110,10510,40.91329325843777,9.640813382915493,30.0,30.0
