ShipDetections,geometry,Detected_x,Detected_y,Detected_lat,Detected_lon,Detected_width,Detected_length
target_021,POINT (42.9083408732598 10.554177978308342),8654,3422,42.9083408732598,10.554177978308342,150.0,280.0
target_022,POINT (42.898234826313455 10.545015162410325),8552,3535,42.898234826313455,10.545015162410325,50.0,30.0
target_023,POINT (42.89648311150942 10.544835499353498),8550,3554,42.89648311150942,10.544835499353498,130.0,120.0
target_024,POINT (42.916695205402114 10.4516352886261),7512,3329,42.916695205402114,10.4516352886261,60.0,80.0
target_025,POINT (42.870881125912014 10.423742599054188),7202,3839,42.870881125912014,10.423742599054188,170.0,120.0
target_026,POINT (42.765778237670034 10.103268621444547),3634,5009,42.765778237670034,10.103268621444547,40.0,40.0
target_027,POINT (42.8241687311378 10.266267929748036),5449,4359,42.8241687311378,10.266267929748036,50.0,20.0
target_028,POINT (42.80817871908047 10.265684024813355),5442,4537,42.80817871908047,10.265684024813355,60.0,60.0
target_029,POINT (42.794120084884 10.24699906690367),5234,4694,42.794120084884,10.24699906690367,120.0,30.0
target_030,POINT (42.74417375508696 10.257913597605723),5356,5250,42.74417375508696,10.257913597605723,170.0,30.0
target_031,POINT (42.73752622198448 10.274622261890348),5542,5324,42.73752622198448,10.274622261890348,50.0,10.0
target_032,POINT (42.73658299093615 10.279293501367768),5594,5334,42.73658299093615,10.279293501367768,70.0,40.0
target_033,POINT (42.82857047602999 10.3306322198552),6165,4310,42.82857047602999,10.3306322198552,160.0,140.0
target_034,POINT (42.81329911619996 10.32672454836928),6122,4480,42.81329911619996,10.32672454836928,10.0,40.0
target_035,POINT (42.7557620222521 10.297214891285952),5793,5121,42.7557620222521,10.297214891285952,20.0,30.0
target_036,POINT (42.73806521115495 10.290073284777202),5714,5318,42.73806521115495,10.290073284777202,50.0,90.0
target_037,POINT (42.81329911619996 10.32672454836928),6122,4480,42.81329911619996,10.32672454836928,10.0,40.0
target_038,POINT (42.8099304338845 10.322771961119154),6078,4518,42.8099304338845,10.322771961119154,90.0,30.0
target_039,POINT (42.76002901985167 10.333012755358116),6192,5073,42.76002901985167,10.333012755358116,30.0,40.0
target_040,POINT (42.759849356794845 10.302425119933844),5851,5075,42.759849356794845,10.302425119933844,40.0,60.0
target_041,POINT (42.86396409822429 10.47404825496488),7762,3916,42.86396409822429,10.47404825496488,210.0,60.0
target_042,POINT (42.870881125912014 10.423742599054188),7202,3839,42.870881125912014,10.423742599054188,170.0,120.0
target_043,POINT (42.84249436293384 10.442607220020696),7412,4155,42.84249436293384,10.442607220020696,50.0,20.0
target_044,POINT (42.8557445133746 10.54694654027118),8573,4008,42.8557445133746,10.54694654027118,80.0,50.0
target_045,POINT (42.73141767805246 10.369080114015514),6593,5392,42.73141767805246,10.369080114015514,220.0,70.0
target_046,POINT (42.7632629548745 10.338043320949184),6248,5037,42.7632629548745,10.338043320949184,150.0,40.0
target_047,POINT (42.7482610896297 10.413187394465783),7084,5204,42.7482610896297,10.413187394465783,60.0,60.0
target_048,POINT (42.71569716058037 10.412244163417457),7074,5567,42.71569716058037,10.412244163417457,90.0,50.0
target_049,POINT (42.79501840016812 10.433354572594268),7309,4684,42.79501840016812,10.433354572594268,30.0,10.0
target_050,POINT (42.77417748557655 10.425988387264486),7227,4916,42.77417748557655,10.425988387264486,70.0,30.0
target_051,POINT (42.76739520518144 10.412603489531104),7078,4991,42.76739520518144,10.412603489531104,110.0,40.0
target_052,POINT (42.76748503670986 10.41399587822149),7093,4990,42.76748503670986,10.41399587822149,100.0,20.0
target_053,POINT (42.763352786402905 10.402407611056349),6964,5036,42.763352786402905,10.402407611056349,60.0,20.0
